instant,dateday,season,year,month,holiday,workingday,weather,temp,atemp,hum,casual,registered,count,weekday
550,2012-07-03,Fall,2012,July,0,1,Clear,32.014153,35.1325,49.2083,1052,5608,6660,Tuesday
551,2012-07-04,Fall,2012,July,1,0,Clear,32.355847,36.61685,53.87499999999999,2562,4841,7403,Wednesday
552,2012-07-05,Fall,2012,July,0,1,Clear,33.9275,38.06835,45.7917,1405,4836,6241,Thursday
553,2012-07-06,Fall,2012,July,0,1,Clear,33.961653,37.62665,45.0833,1366,4841,6207,Friday
554,2012-07-07,Fall,2012,July,0,0,Clear,35.328347,40.24565,49.2083,1448,3392,4840,Saturday
555,2012-07-08,Fall,2012,July,0,0,Clear,33.722500000000004,39.5198,57.375,1203,3469,4672,Sunday
556,2012-07-09,Fall,2012,July,0,1,Cloudy,29.144153000000003,32.7027,68.3333,998,5571,6569,Monday
557,2012-07-10,Fall,2012,July,0,1,Cloudy,29.554153,33.2398,66.75,954,5336,6290,Tuesday
558,2012-07-11,Fall,2012,July,0,1,Clear,29.383347,32.51355,63.3333,975,6289,7264,Wednesday
559,2012-07-12,Fall,2012,July,0,1,Clear,29.349153,32.73415,52.9583,1032,6414,7446,Thursday
560,2012-07-13,Fall,2012,July,0,1,Cloudy,29.998347,33.39665,48.5833,1511,5988,7499,Friday
561,2012-07-14,Fall,2012,July,0,0,Cloudy,28.836653,33.3021,69.91669999999999,2355,4614,6969,Saturday
562,2012-07-15,Fall,2012,July,0,0,Clear,30.579152999999998,35.259800000000006,71.7917,1920,4111,6031,Sunday
563,2012-07-16,Fall,2012,July,0,1,Clear,31.296653000000003,36.206250000000004,64.5,1088,5742,6830,Monday
564,2012-07-17,Fall,2012,July,0,1,Clear,33.551653,37.78415,50.583299999999994,921,5865,6786,Tuesday
565,2012-07-18,Fall,2012,July,0,1,Clear,32.526652999999996,37.27915,57.7083,799,4914,5713,Wednesday
566,2012-07-19,Fall,2012,July,0,1,Clear,31.57,35.7321,60.0417,888,5703,6591,Thursday
567,2012-07-20,Fall,2012,July,0,1,Cloudy,27.299153,30.65125,84.4167,747,5123,5870,Friday
568,2012-07-21,Fall,2012,July,0,0,Light Rain,24.429153,27.495599999999996,86.5417,1264,3195,4459,Saturday
569,2012-07-22,Fall,2012,July,0,0,Cloudy,27.3675,31.156250000000004,76.25,2544,4866,7410,Sunday
570,2012-07-23,Fall,2012,July,0,1,Clear,30.408347,34.50085,69.41669999999999,1135,5831,6966,Monday
571,2012-07-24,Fall,2012,July,0,1,Clear,30.784153,35.3225,65.5,1140,6452,7592,Tuesday
572,2012-07-25,Fall,2012,July,0,1,Clear,29.690847,32.7027,45.0,1383,6790,8173,Wednesday
573,2012-07-26,Fall,2012,July,0,1,Clear,31.843347,36.96315,59.66669999999999,1036,5825,6861,Thursday
574,2012-07-27,Fall,2012,July,0,1,Clear,32.048347,36.71085,59.458299999999994,1259,5645,6904,Friday
575,2012-07-28,Fall,2012,July,0,0,Clear,30.989152999999998,34.8802,61.3333,2234,4451,6685,Saturday
576,2012-07-29,Fall,2012,July,0,0,Clear,29.588347,33.39665,62.375,2153,4444,6597,Sunday
577,2012-07-30,Fall,2012,July,0,1,Clear,29.964153,34.24935,66.875,1040,6065,7105,Monday
578,2012-07-31,Fall,2012,July,0,1,Clear,29.246653,33.144800000000004,70.41669999999999,968,6248,7216,Tuesday
579,2012-08-01,Fall,2012,August,0,1,Clear,29.4175,33.3654,67.75,1074,6506,7580,Wednesday
580,2012-08-02,Fall,2012,August,0,1,Clear,30.8525,35.354400000000005,65.95830000000001,983,6278,7261,Thursday
581,2012-08-03,Fall,2012,August,0,1,Cloudy,31.399153,36.143350000000005,64.25,1328,5847,7175,Friday
582,2012-08-04,Fall,2012,August,0,0,Clear,32.526652999999996,37.56335,61.3333,2345,4479,6824,Saturday
583,2012-08-05,Fall,2012,August,0,0,Clear,31.535847,36.55395,65.25,1707,3757,5464,Sunday
584,2012-08-06,Fall,2012,August,0,1,Cloudy,30.8525,35.5123,65.4167,1233,5780,7013,Monday
585,2012-08-07,Fall,2012,August,0,1,Cloudy,30.169152999999998,34.88105,70.375,1278,5995,7273,Tuesday
586,2012-08-08,Fall,2012,August,0,1,Cloudy,30.75,35.385850000000005,67.29169999999999,1263,6271,7534,Wednesday
587,2012-08-09,Fall,2012,August,0,1,Clear,30.989152999999998,34.9754,62.0417,1196,6090,7286,Thursday
588,2012-08-10,Fall,2012,August,0,1,Cloudy,29.349153,33.3971,71.58330000000001,1065,4721,5786,Friday
589,2012-08-11,Fall,2012,August,0,0,Cloudy,28.392500000000002,31.91335,73.2917,2247,4052,6299,Saturday
590,2012-08-12,Fall,2012,August,0,0,Clear,28.734153000000003,32.22895,53.041700000000006,2182,4362,6544,Sunday
591,2012-08-13,Fall,2012,August,0,1,Clear,29.554153,33.112700000000004,54.541700000000006,1207,5676,6883,Monday
592,2012-08-14,Fall,2012,August,0,1,Clear,29.793346999999997,33.838950000000004,68.6667,1128,5656,6784,Tuesday
593,2012-08-15,Fall,2012,August,0,1,Clear,28.973347,32.70185,61.9583,1198,6149,7347,Wednesday
594,2012-08-16,Fall,2012,August,0,1,Clear,29.485847,32.7344,51.916700000000006,1338,6267,7605,Thursday
595,2012-08-17,Fall,2012,August,0,1,Clear,29.656653,12.120000000000001,57.0833,1483,5665,7148,Friday
596,2012-08-18,Fall,2012,August,0,0,Clear,27.811653,30.903550000000003,60.3333,2827,5038,7865,Saturday
597,2012-08-19,Fall,2012,August,0,0,Cloudy,26.069153,30.1777,71.1667,1208,3341,4549,Sunday
598,2012-08-20,Fall,2012,August,0,1,Cloudy,26.069153,29.798350000000003,73.4167,1026,5504,6530,Monday
599,2012-08-21,Fall,2012,August,0,1,Clear,26.615847000000002,30.051250000000003,67.375,1081,5925,7006,Tuesday
600,2012-08-22,Fall,2012,August,0,1,Clear,27.3675,31.0927,67.7083,1094,6281,7375,Wednesday
601,2012-08-23,Fall,2012,August,0,1,Clear,28.529153,31.8504,63.5833,1363,6402,7765,Thursday
602,2012-08-24,Fall,2012,August,0,1,Cloudy,28.802500000000002,32.355000000000004,61.5,1325,6257,7582,Friday
603,2012-08-25,Fall,2012,August,0,0,Cloudy,27.128347,30.934800000000003,71.2917,1829,4224,6053,Saturday
604,2012-08-26,Fall,2012,August,0,0,Cloudy,26.786653,29.799799999999998,84.5833,1483,3772,5255,Sunday
605,2012-08-27,Fall,2012,August,0,1,Clear,28.836653,32.7344,73.04169999999999,989,5928,6917,Monday
606,2012-08-28,Fall,2012,August,0,1,Clear,29.861653,33.3025,62.0,935,6105,7040,Tuesday
607,2012-08-29,Fall,2012,August,0,1,Clear,28.085,31.786649999999998,55.2083,1177,6520,7697,Wednesday
608,2012-08-30,Fall,2012,August,0,1,Clear,28.973347,32.63895,59.0417,1172,6541,7713,Thursday
609,2012-08-31,Fall,2012,August,0,1,Clear,31.330847000000002,34.47,58.75,1433,5917,7350,Friday
610,2012-09-01,Fall,2012,September,0,0,Cloudy,30.886653000000003,35.1327,63.8333,2352,3788,6140,Saturday
611,2012-09-02,Fall,2012,September,0,0,Cloudy,28.563347,32.45,81.5,2613,3197,5810,Sunday
612,2012-09-03,Fall,2012,September,1,0,Clear,29.0075,33.081450000000004,79.0833,1965,4069,6034,Monday
613,2012-09-04,Fall,2012,September,0,1,Clear,29.759152999999998,34.3444,75.5,867,5997,6864,Tuesday
614,2012-09-05,Fall,2012,September,0,1,Clear,30.203346999999997,35.44915,74.125,832,6280,7112,Wednesday
615,2012-09-06,Fall,2012,September,0,1,Cloudy,28.563347,32.766450000000006,81.0417,611,5592,6203,Thursday
616,2012-09-07,Fall,2012,September,0,1,Clear,28.836653,32.8602,73.625,1045,6459,7504,Friday
617,2012-09-08,Fall,2012,September,0,0,Cloudy,27.025847,30.556050000000003,79.91669999999999,1557,4419,5976,Saturday
618,2012-09-09,Fall,2012,September,0,0,Clear,25.009999999999998,28.946250000000003,54.75,2570,5657,8227,Sunday
619,2012-09-10,Fall,2012,September,0,1,Clear,23.916653,28.2827,50.375,1118,6407,7525,Monday
620,2012-09-11,Fall,2012,September,0,1,Clear,23.677500000000002,27.7146,52.0,1070,6697,7767,Tuesday
621,2012-09-12,Fall,2012,September,0,1,Clear,24.565847,28.50375,57.7083,1050,6820,7870,Wednesday
622,2012-09-13,Fall,2012,September,0,1,Clear,25.1125,28.9779,63.708299999999994,1054,6750,7804,Thursday
623,2012-09-14,Fall,2012,September,0,1,Clear,25.966653,29.704150000000002,67.25,1379,6630,8009,Friday
624,2012-09-15,Fall,2012,September,0,0,Clear,24.941653000000002,29.29335,50.1667,3160,5554,8714,Saturday
625,2012-09-16,Fall,2012,September,0,0,Clear,23.779999999999998,28.15625,56.99999999999999,2166,5167,7333,Sunday
626,2012-09-17,Fall,2012,September,0,1,Cloudy,23.814153,27.652500000000003,73.4583,1022,5847,6869,Monday
627,2012-09-18,Fall,2012,September,0,1,Cloudy,25.556653,28.253349999999998,87.25,371,3702,4073,Tuesday
628,2012-09-19,Fall,2012,September,0,1,Clear,22.6525,27.0202,53.6667,788,6803,7591,Wednesday
629,2012-09-20,Fall,2012,September,0,1,Clear,22.413347,26.6096,61.8333,939,6781,7720,Thursday
630,2012-09-21,Fall,2012,September,0,1,Clear,24.565847,28.59855,66.875,1250,6917,8167,Friday
631,2012-09-22,Fall,2012,September,0,0,Clear,26.650000000000002,30.5244,64.6667,2512,5883,8395,Saturday
632,2012-09-23,Winter,2012,September,0,0,Clear,21.695847,25.946649999999998,46.7083,2454,5453,7907,Sunday
633,2012-09-24,Winter,2012,September,0,1,Clear,21.080847000000002,25.12565,49.2917,1001,6435,7436,Monday
634,2012-09-25,Winter,2012,September,0,1,Clear,22.55,27.208949999999998,56.99999999999999,845,6693,7538,Tuesday
635,2012-09-26,Winter,2012,September,0,1,Clear,26.035,29.83065,63.083299999999994,787,6946,7733,Wednesday
636,2012-09-27,Winter,2012,September,0,1,Cloudy,26.650000000000002,30.398750000000003,69.08330000000001,751,6642,7393,Thursday
637,2012-09-28,Winter,2012,September,0,1,Cloudy,25.385847000000002,29.29315,69.0,1045,6370,7415,Friday
638,2012-09-29,Winter,2012,September,0,0,Clear,22.2425,26.5148,54.2917,2589,5966,8555,Saturday
639,2012-09-30,Winter,2012,September,0,0,Clear,21.593347,25.88315,58.3333,2015,4874,6889,Sunday
640,2012-10-01,Winter,2012,October,0,1,Cloudy,21.354153,25.6,64.9167,763,6015,6778,Monday
641,2012-10-02,Winter,2012,October,0,1,Light Rain,24.224153,27.116649999999996,87.16669999999999,315,4324,4639,Tuesday
642,2012-10-03,Winter,2012,October,0,1,Cloudy,26.9575,29.95665,79.375,728,6844,7572,Wednesday
643,2012-10-04,Winter,2012,October,0,1,Cloudy,26.9575,30.398750000000003,72.2917,891,6437,7328,Thursday
644,2012-10-05,Winter,2012,October,0,1,Clear,25.215,29.00935,62.74999999999999,1516,6640,8156,Friday
645,2012-10-06,Winter,2012,October,0,0,Clear,22.720847,26.92605,66.41669999999999,3031,4934,7965,Saturday
646,2012-10-07,Winter,2012,October,0,0,Cloudy,17.049153,20.99065,70.8333,781,2729,3510,Sunday
647,2012-10-08,Winter,2012,October,1,0,Cloudy,15.716652999999999,19.3804,70.9583,874,4604,5478,Monday
648,2012-10-09,Winter,2012,October,0,1,Cloudy,18.313347,21.9056,76.16669999999999,601,5791,6392,Tuesday
649,2012-10-10,Winter,2012,October,0,1,Clear,21.080847000000002,25.1571,63.083299999999994,780,6911,7691,Wednesday
650,2012-10-11,Winter,2012,October,0,1,Clear,17.835,21.55835,46.3333,834,6736,7570,Thursday
651,2012-10-12,Winter,2012,October,0,1,Clear,17.9375,21.65355,53.91669999999999,1060,6222,7282,Friday
652,2012-10-13,Winter,2012,October,0,0,Clear,16.126653,19.5698,49.4583,2252,4857,7109,Saturday
653,2012-10-14,Winter,2012,October,0,0,Clear,21.388347,25.4102,64.0417,2080,4559,6639,Sunday
654,2012-10-15,Winter,2012,October,0,1,Cloudy,23.028347,26.9575,70.75,760,5115,5875,Monday
655,2012-10-16,Winter,2012,October,0,1,Clear,19.201653,23.042299999999997,55.833299999999994,922,6612,7534,Tuesday
656,2012-10-17,Winter,2012,October,0,1,Clear,18.689153,22.5054,69.2917,979,6482,7461,Wednesday
657,2012-10-18,Winter,2012,October,0,1,Cloudy,21.4225,25.63125,72.8333,1008,6501,7509,Thursday
658,2012-10-19,Winter,2012,October,0,1,Cloudy,23.096653,26.894800000000004,81.5,753,4671,5424,Friday
659,2012-10-20,Winter,2012,October,0,0,Clear,19.850847,23.6421,57.2917,2806,5284,8090,Saturday
660,2012-10-21,Winter,2012,October,0,0,Clear,19.030847,22.82145,51.0,2132,4692,6824,Sunday
661,2012-10-22,Winter,2012,October,0,1,Clear,19.9875,24.1471,56.833299999999994,830,6228,7058,Monday
662,2012-10-23,Winter,2012,October,0,1,Clear,22.310847,26.5152,64.16669999999999,841,6625,7466,Tuesday
663,2012-10-24,Winter,2012,October,0,1,Clear,24.087500000000002,27.93605,63.625,795,6898,7693,Wednesday
664,2012-10-25,Winter,2012,October,0,1,Cloudy,22.55,26.4844,80.0417,875,6484,7359,Thursday
665,2012-10-26,Winter,2012,October,0,1,Cloudy,22.379153000000002,26.137500000000003,80.7083,1182,6262,7444,Friday
666,2012-10-27,Winter,2012,October,0,0,Cloudy,21.73,25.756649999999997,72.0,2643,5209,7852,Saturday
667,2012-10-28,Winter,2012,October,0,0,Cloudy,19.5775,23.38855,69.4583,998,3461,4459,Sunday
668,2012-10-29,Winter,2012,October,0,1,Light Rain,18.04,21.97,88.0,2,20,22,Monday
669,2012-10-30,Winter,2012,October,0,1,Cloudy,13.045462,15.49545,82.5455,87,1009,1096,Tuesday
670,2012-10-31,Winter,2012,October,0,1,Cloudy,14.657499999999999,18.055,66.6667,419,5147,5566,Wednesday
671,2012-11-01,Winter,2012,November,0,1,Cloudy,14.999153000000002,18.4971,58.166700000000006,466,5520,5986,Thursday
672,2012-11-02,Winter,2012,November,0,1,Clear,14.555,17.802100000000003,52.208299999999994,618,5229,5847,Friday
673,2012-11-03,Winter,2012,November,0,0,Cloudy,14.076653,16.1923,49.125,1029,4109,5138,Saturday
674,2012-11-04,Winter,2012,November,0,0,Clear,13.359153,16.4769,53.2917,1201,3906,5107,Sunday
675,2012-11-05,Winter,2012,November,0,1,Clear,13.085847,15.403749999999999,49.416700000000006,378,4881,5259,Monday
676,2012-11-06,Winter,2012,November,0,1,Clear,11.514153,14.07835,56.7083,466,5220,5686,Tuesday
677,2012-11-07,Winter,2012,November,0,1,Cloudy,12.129153,13.73105,54.75,326,4709,5035,Wednesday
678,2012-11-08,Winter,2012,November,0,1,Clear,14.439134,17.09455,33.3478,340,4975,5315,Thursday
679,2012-11-09,Winter,2012,November,0,1,Clear,14.828347,17.77065,54.0833,709,5283,5992,Friday
680,2012-11-10,Winter,2012,November,0,0,Clear,15.955846999999999,19.696849999999998,64.5417,2090,4446,6536,Saturday
681,2012-11-11,Winter,2012,November,0,0,Clear,17.254153000000002,21.08565,65.91669999999999,2290,4562,6852,Sunday
682,2012-11-12,Winter,2012,November,1,0,Clear,19.884999999999998,23.76915,74.16669999999999,1097,5172,6269,Monday
683,2012-11-13,Winter,2012,November,0,1,Cloudy,14.076653,16.16125,66.29169999999999,327,3767,4094,Tuesday
684,2012-11-14,Winter,2012,November,0,1,Clear,11.855847,14.07815,55.2083,373,5122,5495,Wednesday
685,2012-11-15,Winter,2012,November,0,1,Cloudy,13.188346999999998,16.2246,62.0417,320,5125,5445,Thursday
686,2012-11-16,Winter,2012,November,0,1,Clear,14.145,17.3602,52.4583,484,5214,5698,Friday
687,2012-11-17,Winter,2012,November,0,0,Clear,13.325000000000001,16.31915,54.541700000000006,1313,4316,5629,Saturday
688,2012-11-18,Winter,2012,November,0,0,Clear,14.0425,16.8873,69.2917,922,3747,4669,Sunday
689,2012-11-19,Winter,2012,November,0,1,Cloudy,15.614152999999998,18.78105,62.3333,449,5050,5499,Monday
690,2012-11-20,Winter,2012,November,0,1,Cloudy,15.340847000000002,19.03335,68.5,534,5100,5634,Tuesday
691,2012-11-21,Winter,2012,November,0,1,Clear,14.486653,18.2446,61.375,615,4531,5146,Wednesday
692,2012-11-22,Winter,2012,November,1,0,Clear,13.940000000000001,17.518549999999998,58.0417,955,1470,2425,Thursday
693,2012-11-23,Winter,2012,November,0,1,Clear,15.101653,18.93895,56.875,1603,2307,3910,Friday
694,2012-11-24,Winter,2012,November,0,0,Clear,11.411653,12.4371,40.4583,532,1745,2277,Saturday
695,2012-11-25,Winter,2012,November,0,0,Clear,10.079153,12.879150000000001,46.8333,309,2115,2424,Sunday
696,2012-11-26,Winter,2012,November,0,1,Clear,12.846652999999998,16.950200000000002,53.541700000000006,337,4750,5087,Monday
697,2012-11-27,Winter,2012,November,0,1,Cloudy,11.958347,14.0779,78.6667,123,3836,3959,Tuesday
698,2012-11-28,Winter,2012,November,0,1,Clear,12.163347,14.488100000000001,50.625,198,5062,5260,Wednesday
699,2012-11-29,Winter,2012,November,0,1,Clear,11.51567,14.921100000000001,55.565200000000004,243,5080,5323,Thursday
700,2012-11-30,Winter,2012,November,0,1,Clear,12.231653000000001,16.193350000000002,64.95830000000001,362,5306,5668,Friday
701,2012-12-01,Winter,2012,December,0,0,Cloudy,12.231653000000001,15.8452,80.6667,951,4240,5191,Saturday
702,2012-12-02,Winter,2012,December,0,0,Cloudy,14.247499999999999,17.9604,82.3333,892,3757,4649,Sunday
703,2012-12-03,Winter,2012,December,0,1,Clear,18.552500000000002,22.7898,76.75,555,5679,6234,Monday
704,2012-12-04,Winter,2012,December,0,1,Clear,19.509153,23.4527,73.375,551,6055,6606,Tuesday
705,2012-12-05,Winter,2012,December,0,1,Clear,17.971653,21.4006,48.5,331,5398,5729,Wednesday
706,2012-12-06,Winter,2012,December,0,1,Clear,10.489152999999998,12.9102,50.875,340,5035,5375,Thursday
707,2012-12-07,Winter,2012,December,0,1,Cloudy,13.154152999999999,16.097900000000003,76.4167,349,4659,5008,Friday
708,2012-12-08,Winter,2012,December,0,0,Cloudy,15.648347,19.4754,91.125,1153,4429,5582,Saturday
709,2012-12-09,Winter,2012,December,0,0,Cloudy,15.750846999999998,19.5073,90.5417,441,2787,3228,Sunday
710,2012-12-10,Winter,2012,December,0,1,Cloudy,17.869153,21.77875,92.5,329,4841,5170,Monday
711,2012-12-11,Winter,2012,December,0,1,Cloudy,14.486653,16.91815,59.66669999999999,282,5219,5501,Tuesday
712,2012-12-12,Winter,2012,December,0,1,Cloudy,12.1975,14.8669,53.833299999999994,310,5009,5319,Wednesday
713,2012-12-13,Winter,2012,December,0,1,Clear,12.129153,14.7094,48.5833,425,5107,5532,Thursday
714,2012-12-14,Winter,2012,December,0,1,Clear,11.548347,14.7096,64.29169999999999,429,5182,5611,Friday
715,2012-12-15,Winter,2012,December,0,0,Clear,13.290847,16.91915,65.0417,767,4280,5047,Saturday
716,2012-12-16,Winter,2012,December,0,0,Cloudy,14.862499999999999,18.4969,83.875,538,3248,3786,Sunday
717,2012-12-17,Winter,2012,December,0,1,Cloudy,16.126653,20.075000000000003,90.7083,212,4373,4585,Monday
718,2012-12-18,Winter,2012,December,0,1,Clear,16.844153,20.485400000000002,66.625,433,5124,5557,Tuesday
719,2012-12-19,Winter,2012,December,0,1,Clear,13.6325,17.1081,62.5417,333,4934,5267,Wednesday
720,2012-12-20,Winter,2012,December,0,1,Cloudy,13.530000000000001,16.760849999999998,66.79169999999999,314,3814,4128,Thursday
721,2012-12-21,Spring,2012,December,0,1,Cloudy,13.393346999999999,15.08835,55.666700000000006,221,3402,3623,Friday
722,2012-12-22,Spring,2012,December,0,0,Clear,10.899153,11.80565,44.125,205,1544,1749,Saturday
723,2012-12-23,Spring,2012,December,0,0,Clear,10.079153,12.97355,51.5417,408,1379,1787,Sunday
724,2012-12-24,Spring,2012,December,0,1,Cloudy,9.483464,12.945,79.1304,174,746,920,Monday
725,2012-12-25,Spring,2012,December,1,0,Cloudy,11.943464,14.723249999999998,73.47829999999999,440,573,1013,Tuesday
726,2012-12-26,Spring,2012,December,0,1,Light Rain,9.976652999999999,11.01665,82.3333,9,432,441,Wednesday
727,2012-12-27,Spring,2012,December,0,1,Cloudy,10.420846999999998,11.3321,65.29169999999999,247,1867,2114,Thursday
728,2012-12-28,Spring,2012,December,0,1,Cloudy,10.386652999999999,12.7523,59.0,644,2451,3095,Friday
729,2012-12-29,Spring,2012,December,0,0,Cloudy,10.386652999999999,12.120000000000001,75.29169999999999,159,1182,1341,Saturday
730,2012-12-30,Spring,2012,December,0,0,Clear,10.489152999999998,11.584999999999999,48.3333,364,1432,1796,Sunday
731,2012-12-31,Spring,2012,December,0,1,Cloudy,8.849153,11.17435,57.75,439,2290,2729,Monday
